_id,Reporting date,Card Type,Category,Series Description,Sector,Sub-sector,ObservationType,Observation Scale,Value
8475,2018-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,35368
8476,2018-03,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1415779
8477,2018-03,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1026593
8478,2018-03,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,273813
8479,2018-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,10417577
8480,2018-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,9011069
8481,2018-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1406508
8482,2018-04,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,89097218
8483,2018-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,4961791
8484,2018-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4292233
8485,2018-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,669558
8486,2018-04,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,90394379
8487,2018-04,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,12972406
8488,2018-04,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,77421973
8489,2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1873290
8490,2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1545644
8491,2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,327646
8492,2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1703093
8493,2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1410238
8494,2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,292855
8495,2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170197
8496,2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,135406
8497,2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34791
8498,2018-04,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1416988
8499,2018-04,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1031615
8500,2018-04,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,273987
8501,2018-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,11675245
8502,2018-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10128767
8503,2018-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1546478
8504,2018-05,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,89000356
8505,2018-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,4981600
8506,2018-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4303123
8507,2018-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,678477
8508,2018-05,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,90463975
8509,2018-05,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13331627
8510,2018-05,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,77132348
8511,2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1876155
8512,2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1551858
8513,2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,324297
8514,2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1705978
8515,2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1415787
8516,2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,290191
8517,2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170177
8518,2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136071
8519,2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34106
8520,2018-05,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1427621
8521,2018-05,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1043668
8522,2018-05,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,275083
8523,2018-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,11868008
8524,2018-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10288319
8525,2018-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1579689
8526,2018-06,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,86516374
8527,2018-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5025525
8528,2018-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4340250
8529,2018-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,685275
8530,2018-06,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,88653339
8531,2018-06,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13797721
8532,2018-06,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,74855618
8533,2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1878805
8534,2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1553679
8535,2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,325126
8536,2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1708512
8537,2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1417639
8538,2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,290873
8539,2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170293
8540,2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136040
8541,2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34253
8542,2018-06,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1429982
8543,2018-06,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1044630
8544,2018-06,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,276211
8545,2018-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,11660756
8546,2018-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10181059
8547,2018-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1479697
8548,2018-07,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,95305208
8549,2018-07,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5139388
8550,2018-07,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4360345
8551,2018-07,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,779043
8552,2018-07,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,97067349
8553,2018-07,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,14306398
8554,2018-07,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,82760951
8555,2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1877695
8556,2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1558843
8557,2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,318852
8558,2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1707635
8559,2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1422805
8560,2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,284830
8561,2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170060
8562,2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136038
8563,2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34022
8564,2018-07,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1427460
8565,2018-07,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1043622
8566,2018-07,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,277131
8567,2018-07,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,12544257
8568,2018-07,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,11044319
8569,2018-07,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1499938
8570,2018-08,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,92491560
8571,2018-08,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5207799
8572,2018-08,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4460652
8573,2018-08,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,747147
8574,2018-08,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,94362516
8575,2018-08,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,14009716
8576,2018-08,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,80352800
8577,2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1881219
8578,2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1559430
8579,2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,321789
8580,2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1711357
8581,2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1424077
8582,2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,287280
8583,2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,169862
8584,2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,135353
8585,2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34509
8586,2018-08,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1431067
8587,2018-08,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1041049
8588,2018-08,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,282419
8589,2018-08,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,12138760
8590,2018-08,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10690640
8591,2018-08,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1448120
8592,2018-09,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,84994617
8593,2018-09,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5145324
8594,2018-09,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4452703
8595,2018-09,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,692621
8596,2018-09,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,87077260
8597,2018-09,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13074326
8598,2018-09,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,74002934
8599,2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1885804
8600,2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1556950
8601,2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,328854
8602,2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1715342
8603,2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1420717
8604,2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,294625
8605,2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170462
8606,2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136233
8607,2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34229
8608,2018-09,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1433683
8609,2018-09,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1039121
8610,2018-09,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,282992
8611,2018-09,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,10991683
8612,2018-09,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,9518961
8613,2018-09,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1472722
8614,2018-10,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,101512149
8615,2018-10,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5115546
8616,2018-10,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4438867
8617,2018-10,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,676679
8618,2018-10,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,102643030
8619,2018-10,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13994581
8620,2018-10,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,88648449
8621,2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1915437
8622,2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1567358
8623,2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,348079
8624,2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1744912
8625,2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1430682
8626,2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,314230
8627,2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170525
8628,2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136676
8629,2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,33849
8630,2018-10,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1454068
8631,2018-10,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1040424
8632,2018-10,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,285842
8633,2018-10,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,12863700
8634,2018-10,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,11175076
8635,2018-10,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1688624
8636,2018-11,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,98579853
8637,2018-11,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5139573
8638,2018-11,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4458955
8639,2018-11,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,680618
8640,2018-11,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,98383503
8641,2018-11,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,12861217
8642,2018-11,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,85522286
8643,2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1896037
8644,2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1551482
8645,2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,344555
8646,2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1724944
8647,2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1414896
8648,2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,310048
8649,2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,171093
8650,2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136586
8651,2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34507
8652,2018-11,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1430570
8653,2018-11,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1025861
8654,2018-11,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,281823
8655,2018-11,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,13057567
8656,2018-11,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,11403407
8657,2018-11,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1654160
8658,2018-12,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,107756649
8659,2018-12,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5150307
8660,2018-12,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4473213
8661,2018-12,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,677094
8662,2018-12,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,107136315
8663,2018-12,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13015508
8664,2018-12,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,94120807
8665,2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1899184
8666,2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1557194
8667,2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,341990
8668,2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1721287
8669,2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1415338
8670,2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,305949
8671,2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,177897
8672,2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,141856
8673,2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,36041
8674,2018-12,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1425447
8675,2018-12,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1025996
8676,2018-12,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,280021
8677,2018-12,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,13635842
8678,2018-12,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,12120436
8679,2018-12,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1515406
8680,2019-01,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,91542410
8681,2019-01,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5191760
8682,2019-01,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4494805
8683,2019-01,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,696955
8684,2019-01,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,91475183
8685,2019-01,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,11606460
8686,2019-01,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,79868723
8687,2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1902954
8688,2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1555847
8689,2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,347107
8690,2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1724496
8691,2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1413863
8692,2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,310633
8693,2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,178458
8694,2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,141984
8695,2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,36474
8696,2019-01,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1425343
8697,2019-01,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1026388
8698,2019-01,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,279328
8699,2019-01,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,11673687
8700,2019-01,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10137707
8701,2019-01,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1535980
8702,2019-02,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,89822974
8703,2019-02,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5196245
8704,2019-02,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4492398
8705,2019-02,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,703847
8706,2019-02,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,90399108
8707,2019-02,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,11566745
8708,2019-02,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,78832363
8709,2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1904063
8710,2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1552634
8711,2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,351429
8712,2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1725308
8713,2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1410169
8714,2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,315139
8715,2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,178755
8716,2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,142465
8717,2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,36290
8718,2019-02,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1424600
8719,2019-02,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1025788
8720,2019-02,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,278680
8721,2019-02,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,10990611
8722,2019-02,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,9457782
8723,2019-02,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1532829
8724,2019-03,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,96767980
8725,2019-03,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5222516
8726,2019-03,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4509615
8727,2019-03,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,712901
8728,2019-03,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,97368578
8729,2019-03,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,12408218
8730,2019-03,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,84960360
